,0
0,
1,
2,
3,
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,1.0399999999999978
14,2.2799999999999954
15,3.3799999999999955
16,4.439999999999992
17,5.459999999999991
18,6.199999999999994
19,5.679999999999995
20,5.699999999999994
21,5.580000000000001
22,4.900000000000006
23,4.300000000000006
24,6.020000000000005
25,7.119999999999999
26,7.1800000000000015
27,7.4
28,7.359999999999997
29,6.979999999999995
30,6.639999999999998
31,58.33999999999999
32,59.87999999999998
33,63.09999999999999
34,65.93999999999998
35,67.63999999999999
36,19.079999999999984
37,18.579999999999984
38,15.699999999999978
39,13.539999999999974
40,11.439999999999975
41,8.539999999999974
42,9.399999999999977
43,11.199999999999978
44,12.55999999999998
45,14.919999999999982
46,14.919999999999982
47,14.039999999999987
48,12.8
49,10.179999999999996
50,7.4
51,6.8
52,6.699999999999989
53,9.039999999999974
54,11.599999999999977
55,13.059999999999969
56,14.539999999999974
57,14.739999999999975
58,12.119999999999981
59,10.099999999999989
60,8.759999999999991
61,7.699999999999989
62,8.639999999999997
63,8.819999999999993
64,8.85999999999999
65,9.339999999999998
66,9.760000000000002
67,8.179999999999996
68,6.919999999999993
69,5.299999999999988
70,4.719999999999982
71,4.119999999999971
72,3.7799999999999727
73,3.8999999999999773
74,4.139999999999986
75,4.3599999999999905
76,4.419999999999993
77,4.939999999999998
78,5.7399999999999975
79,6.139999999999986
80,6.879999999999984
81,8.119999999999981
82,8.159999999999979
83,8.079999999999973
84,8.099999999999977
85,6.539999999999975
86,5.259999999999979
87,4.639999999999975
88,3.719999999999982
89,3.2599999999999794
90,3.399999999999989
91,2.899999999999989
92,2.5999999999999885
93,2.5999999999999885
94,3.7999999999999887
95,5.419999999999982
96,6.059999999999979
97,7.15999999999998
98,7.799999999999978
99,6.719999999999982
100,5.699999999999989
101,5.159999999999991
102,4.339999999999998
103,3.9200000000000044
104,3.9200000000000044
105,3.460000000000002
106,5.1200000000000045
107,6.060000000000002
108,6.3799999999999955
109,7.8599999999999905
110,7.9999999999999885
111,6.539999999999987
112,5.379999999999984
113,4.8399999999999865
114,2.9999999999999885
115,4.079999999999984
116,5.4999999999999885
117,6.85999999999998
118,7.559999999999979
119,8.739999999999975
120,9.599999999999989
121,9.579999999999984
122,10.299999999999988
123,11.319999999999983
124,13.49999999999999
125,12.659999999999979
126,11.539999999999974
127,10.739999999999975
128,9.75999999999998
129,8.939999999999975
130,9.739999999999975
131,9.85999999999998
132,9.719999999999981
133,12.579999999999984
134,15.419999999999982
135,18.539999999999985
136,20.15999999999999
137,20.69999999999999
138,18.29999999999999
139,14.319999999999993
140,9.779999999999983
141,9.219999999999981
142,9.079999999999984
143,9.579999999999984
144,11.199999999999989
145,11.579999999999995
146,11.439999999999998
147,11.620000000000005
148,10.3
149,8.099999999999989
150,7.939999999999986
151,7.879999999999984
152,9.21999999999997
153,11.039999999999974
154,11.619999999999981
155,10.699999999999978
156,10.71999999999997
157,10.199999999999978
158,9.119999999999981
159,10.95999999999998
160,12.539999999999987
161,13.639999999999997
162,12.460000000000003
163,12.919999999999993
164,11.059999999999992
165,10.49999999999999
166,82.41999999999999
167,84.27999999999999
168,87.84
169,89.36
170,88.8
171,15.339999999999998
172,12.99999999999999
173,8.55999999999998
174,6.099999999999977
175,6.6199999999999815
176,6.199999999999989
177,5.659999999999991
178,7.199999999999989
179,9.399999999999988
180,9.219999999999994
181,8.979999999999984
182,9.119999999999981
183,7.4599999999999795
184,5.639999999999975
185,5.279999999999973
186,5.939999999999975
187,6.279999999999984
188,6.119999999999993
189,6.039999999999997
190,6.179999999999995
191,5.560000000000002
192,5.139999999999998
193,6.059999999999991
194,7.599999999999989
195,9.019999999999982
196,9.599999999999977
197,11.379999999999972
198,12.939999999999975
199,13.05999999999998
200,12.339999999999986
201,11.919999999999993
202,11.379999999999995
203,10.059999999999992
204,9.019999999999982
205,8.419999999999982
206,8.519999999999971
207,7.999999999999966
208,6.5599999999999685
209,5.6199999999999815
210,5.059999999999979
211,4.559999999999979
212,4.239999999999986
213,4.019999999999993
214,4.199999999999989
215,4.039999999999987
216,4.3599999999999905
217,4.319999999999993
218,4.799999999999988
219,5.1199999999999815
220,7.639999999999986
221,8.579999999999984
222,8.579999999999973
223,8.659999999999979
224,7.899999999999989
225,5.579999999999984
226,4.8399999999999865
227,4.7199999999999935
228,4.779999999999984
229,5.219999999999982
230,6.15999999999998
231,6.419999999999971
232,6.119999999999971
233,5.479999999999973
234,5.279999999999973
235,5.419999999999982
236,5.079999999999984
237,5.6199999999999815
238,6.519999999999982
239,6.319999999999982
240,5.799999999999978
241,5.739999999999975
242,5.639999999999986
243,6.119999999999993
244,6.679999999999995
245,5.959999999999991
246,5.460000000000003
247,4.860000000000002
248,3.719999999999993
249,3.5399999999999863
250,3.5999999999999885
251,3.7799999999999843
252,3.839999999999975
253,3.8999999999999773
254,4.059999999999979
255,4.099999999999977
256,4.15999999999998
257,4.319999999999982
258,4.519999999999982
259,4.979999999999984
260,6.239999999999986
261,6.799999999999988
262,6.799999999999988
263,7.3399999999999865
264,7.699999999999977
265,6.479999999999984
266,5.999999999999977
267,6.65999999999998
268,7.279999999999984
269,7.479999999999995
270,8.759999999999991
271,10.7
272,10.339999999999998
273,81.84
274,81.58
275,82.16
276,80.44
277,80.72
278,7.9999999999999885
279,6.459999999999991
280,4.919999999999982
281,5.319999999999982
282,5.3599999999999905
283,5.579999999999996
284,6.059999999999991
285,5.979999999999995
286,5.979999999999995
287,5.759999999999991
288,5.699999999999989
289,5.459999999999991
290,5.65999999999998
291,6.339999999999975
292,8.299999999999978
293,10.279999999999973
294,12.259999999999968
295,13.499999999999977
296,13.25999999999998
297,11.95999999999998
298,11.299999999999978
299,10.25999999999998
300,8.919999999999982
301,8.279999999999983
302,7.799999999999978
303,6.299999999999988
304,5.539999999999987
305,5.239999999999986
306,4.899999999999989
307,4.319999999999993
308,4.399999999999989
309,4.519999999999993
310,4.639999999999986
311,4.499999999999977
312,4.479999999999973
313,5.71999999999997
314,6.799999999999966
315,6.379999999999962
316,6.259999999999968
317,6.35999999999998
318,4.999999999999977
319,3.979999999999984
320,4.479999999999995
321,5.419999999999993
322,6.439999999999986
323,6.739999999999986
324,6.779999999999984
325,7.6199999999999815
326,8.579999999999984
327,8.239999999999975
328,8.55999999999998
329,9.039999999999987
330,9.079999999999984
331,8.45999999999998
332,7.599999999999989
333,7.659999999999991
334,6.7199999999999935
335,5.679999999999995
336,4.220000000000004
337,4.080000000000007
338,3.9800000000000066
339,5.159999999999991
340,4.979999999999984
341,5.399999999999977
342,5.699999999999977
343,4.939999999999975
344,4.4599999999999795
345,4.219999999999982
346,3.979999999999984
347,3.7599999999999794
348,3.7599999999999794
349,2.9999999999999885
350,2.959999999999991
351,5.659999999999991
352,6.699999999999989
353,8.299999999999988
354,9.099999999999977
355,9.519999999999982
356,6.579999999999984
357,5.6199999999999815
358,4.079999999999984
359,3.5399999999999863
360,3.1599999999999797
361,3.9999999999999774
362,4.219999999999982
363,3.8399999999999865
364,4.819999999999982
365,5.319999999999982
366,4.6199999999999815
367,4.239999999999986
368,4.759999999999979
369,3.399999999999989
370,2.7799999999999954
371,2.859999999999991
372,2.959999999999991
373,2.5599999999999907
374,3.579999999999984
375,3.579999999999984
376,3.759999999999991
377,4.059999999999991
378,5.259999999999991
379,4.419999999999993
380,5.239999999999986
381,6.35999999999998
382,6.799999999999978
383,5.839999999999975
384,5.679999999999973
385,4.879999999999972
386,3.0799999999999725
387,2.479999999999973
388,2.5999999999999774
389,2.7599999999999794
390,3.2599999999999794
391,3.9599999999999795
392,4.199999999999977
393,4.199999999999977
394,4.719999999999982
395,4.419999999999982
396,3.799999999999977
397,3.239999999999975
398,3.1799999999999726
399,2.7799999999999727
400,2.739999999999975
401,3.219999999999982
402,3.439999999999986
403,2.959999999999991
404,2.7399999999999864
405,2.6999999999999886
406,2.319999999999993
407,2.2999999999999887
408,3.2799999999999843
409,3.359999999999991
410,73.78
411,76.46
412,79.66
413,79.32
414,79.11999999999999
415,9.619999999999994
416,9.139999999999997
417,7.880000000000007
418,9.240000000000009
419,10.54000000000001
420,10.7
421,10.239999999999998
422,9.479999999999995
423,11.279999999999996
424,10.899999999999988
425,10.619999999999994
426,9.85999999999999
427,8.95999999999998
428,5.5799999999999725
429,5.279999999999973
430,4.959999999999968
431,4.81999999999997
432,5.059999999999979
433,5.099999999999977
434,4.759999999999979
435,4.279999999999984
436,3.3599999999999794
437,3.3199999999999705
438,3.459999999999968
439,4.499999999999966
440,5.299999999999966
441,5.899999999999966
442,5.439999999999975
443,5.219999999999982
444,5.579999999999984
445,5.4599999999999795
446,5.379999999999984
447,5.879999999999984
448,5.779999999999984
449,4.739999999999975
450,4.799999999999988
451,4.799999999999988
452,4.079999999999996
453,5.060000000000002
454,5.680000000000007
455,5.139999999999998
456,4.839999999999998
457,5.019999999999993
458,4.259999999999991
459,3.819999999999993
460,4.979999999999995
461,5.919999999999993
462,6.539999999999987
463,7.039999999999987
464,6.979999999999984
465,5.779999999999984
466,5.539999999999987
467,5.299999999999988
468,5.15999999999998
469,4.85999999999998
470,6.819999999999982
471,7.85999999999998
472,7.479999999999984
473,6.699999999999989
474,7.019999999999993
475,5.939999999999986
476,5.539999999999997
477,6.459999999999991
478,7.259999999999991
479,6.739999999999986
480,5.879999999999984
481,4.539999999999975
482,3.6399999999999864
483,3.1999999999999886
484,3.0199999999999934
485,2.960000000000002
